 baseMean log2FoldChange lfcSE stat pvalue padj evalue positive pch
YKL216W 273.317720552028 -1.03086105638439 0.155570530470523 -6.62632603531367 0.0000000000344144615370944 0.000000000531728860153186 0.000000215916331683731 TRUE 3
YDR481C 3044.11624168555 -0.607462999599203 0.0917358865994733 -6.62186873771045 0.0000000000354685955092451 0.0000000005466695322592 0.000000222529968225004 TRUE 3
YHL035C 479.456971073645 -0.984527913072735 0.148867811066392 -6.6134371562275 0.0000000000375497449020092 0.000000000577327327868392 0.000000235587099515206 TRUE 3
YMR185W 500.155247673058 -0.797073366492084 0.120544372457533 -6.61228185308186 0.0000000000378440566281986 0.000000000580429748725403 0.000000237433611285318 TRUE 3
YFR012W 40.1319152881705 2.79739555514866 0.423630937490057 6.60337880826825 0.0000000000401890858797278 0.000000000614893013959835 0.000000252146324809412 TRUE 3
YBR037C 244.485389404776 1.17561694676147 0.178154128342781 6.59887569093826 0.0000000000414287492542001 0.000000000630782873960187 0.000000259923972820851 TRUE 3
YDR301W 550.315500644344 -0.73472797976708 0.111340481174526 -6.59892944611399 0.0000000000414137326446785 0.000000000630782873960187 0.000000259829758612713 TRUE 3
YGR260W 458.95161380174 0.900228486132532 0.136834101746328 6.57897756950555 0.0000000000473694217745051 0.000000000719487609664578 0.000000297195752213245 TRUE 3
YDL022W 2911.42675789841 -0.674994629423878 0.102620477671925 -6.57758222079046 0.0000000000478159463157018 0.000000000724515534392265 0.000000299997247184713 TRUE 3
YPR183W 579.134539124268 0.781343819510044 0.118930432072941 6.56975515762725 0.0000000000503980632579131 0.000000000761800122450335 0.000000316197448880147 TRUE 3
YDR382W 500.590486009314 -0.901664846476594 0.137253348239814 -6.56934681769053 0.0000000000505364531066478 0.000000000762055697927888 0.000000317065706791108 TRUE 3
YKR080W 719.711481756252 -0.799610216665698 0.121784174454259 -6.56579740552433 0.0000000000517551435599281 0.000000000778561188372732 0.000000324711770694989 TRUE 3
YML124C 1281.71735838456 0.742015592505935 0.113065742141387 6.56269156733657 0.0000000000528450830586288 0.000000000793055516810474 0.000000331550051109837 TRUE 3
YLR005W 893.932817752317 -0.683150890724828 0.104314640908296 -6.54894542871881 0.0000000000579447989619484 0.000000000867512467513847 0.000000363545668687264 TRUE 3
YLR089C 656.598893384728 -0.854247866912358 0.130449033431746 -6.54851817939547 0.0000000000581107841275263 0.000000000867926068647553 0.0000003645870596161 TRUE 3
YHR184W 282.586128669004 2.97971511675186 0.455367627354612 6.54353743603175 0.0000000000600804360992012 0.000000000895212768765533 0.000000376944656086389 TRUE 3
YBR121C 820.795139565345 0.736084109329934 0.11255742756376 6.53963159306359 0.0000000000616705580277084 0.000000000916728460918992 0.000000386921081065842 TRUE 3
YCR010C 52843.3262207776 0.499428617976603 0.0765200005045746 6.5267722776184 0.0000000000672020987312095 0.000000000996592825864958 0.000000421625967439608 TRUE 3
YBL091C 1151.45661602514 0.70891492787973 0.108822371317434 6.51442271747442 0.0000000000729697381621045 0.00000000107957350823321 0.000000457812137229044 TRUE 3
YIL162W 4855.35857402293 -0.811996970301833 0.124852132151121 -6.50366923104678 0.000000000078384148971606 0.0000000011569500388209 0.000000491782150647856 TRUE 3
YMR090W 1351.00492388214 -0.619322025637297 0.0952513588742978 -6.50197575086157 0.0000000000792718812552092 0.0000000011673063641172 0.000000497351782995182 TRUE 3
YCL064C 307.747671077468 -0.997840378015961 0.153681233102477 -6.49292277184284 0.0000000000841868512763546 0.0000000012367777940435 0.000000528188304907849 TRUE 3
YHR010W 402.448765728328 -1.00776834387257 0.155617523994063 -6.47593097491395 0.0000000000942291193365577 0.00000000138107305046315 0.000000591193494717563 TRUE 3
YJR154W 162.884099850128 -1.19027705737212 0.183826351683 -6.47500778030287 0.0000000000948070559320158 0.00000000138630457310381 0.000000594819468917467 TRUE 3
YJR123W 1007.14980228111 -0.79018086591593 0.122089984306303 -6.47211866235889 0.0000000000966381791647466 0.00000000140979371604757 0.00000060630793607962 TRUE 3
YLR164W 792.779521864432 -0.876684425421184 0.135624606528852 -6.464051383144 0.000000000101936233060798 0.00000000148363338744869 0.000000639547926223446 TRUE 3
YGL027C 628.169679915618 0.72884554408061 0.112986568900778 6.45072729592011 0.000000000111314644915327 0.00000000161638140637465 0.000000698388082198762 TRUE 3
YFR032C 787.940593787475 3.88641349216107 0.602767963966673 6.4476112276862 0.000000000113626778779334 0.00000000164614499603409 0.00000071289441006154 TRUE 3
YMR148W 1598.13666611075 0.754535891079783 0.117393303568053 6.42741849957716 0.000000000129789140533893 0.0000000018759614713574 0.000000814297067709647 TRUE 3
YLR142W 1170.54585584891 -0.927471237299072 0.144643456444965 -6.41212025828466 0.000000000143509557662954 0.00000000206950679360853 0.000000900378964777372 TRUE 3
snR8 52.9946653707027 -1.85689086457511 0.289975884540711 -6.40360444978454 0.000000000151750954222249 0.00000000218333425650497 0.000000952085486790388 TRUE 3
snR52 23.9133020774122 -5.28943301829978 0.826701200659038 -6.39824039699361 0.000000000157177692549228 0.00000000225623722050643 0.000000986132843053857 TRUE 3
YBR286W 3907.11881310379 0.593098943894828 0.0928411930026151 6.38831670202819 0.000000000167721704556176 0.00000000240209646730797 0.00000105228597438545 TRUE 3
YBR005W 1281.24129471744 -1.06796820650309 0.167347144212811 -6.38175339965755 0.000000000175071727604311 0.00000000250165136050533 0.00000109840001898945 TRUE 3
YLR398C 675.746254932504 -0.709680739230724 0.111253514748934 -6.37895118039425 0.000000000178304860168179 0.00000000254205997235224 0.00000111868469269515 TRUE 3
YDR005C 865.503291862954 -0.732124657721498 0.114812432541733 -6.37670190861411 0.000000000180942154831059 0.00000000257380983504587 0.00000113523107941006 TRUE 3
YLR440C 369.374211392983 0.896555184868281 0.141015254162056 6.35785958189991 0.000000000204584350600679 0.00000000290352405275579 0.00000128356221566866 TRUE 3
YGL206C 870.777708382558 -0.68602793873953 0.107934481870479 -6.35596638674528 0.000000000207120317500703 0.00000000293287980063637 0.00000129947287199941 TRUE 3
snR82 46.9663025631416 -1.93779256514181 0.304935620676961 -6.35475960742104 0.000000000208752817460613 0.0000000029493387926361 0.00000130971517674789 TRUE 3
YGR225W 2074.02651078295 0.567828140127449 0.0893645675484305 6.35406353664408 0.000000000209700153060067 0.00000000295606530369842 0.00000131565876029886 TRUE 3
YGR213C 73.7897105623058 -1.57652005580955 0.248302470172448 -6.34919199440364 0.000000000216448761459344 0.00000000304435668303691 0.00000135799952939592 TRUE 3
YMR295C 723.454482628284 -0.770176866871305 0.121390928351818 -6.34459985872386 0.000000000223004299891662 0.00000000312954356425144 0.00000139912897752029 TRUE 3
YDL154W 2422.29473706965 0.681781866395713 0.107607476817487 6.33582244059196 0.000000000236078540165104 0.00000000330562652333861 0.00000148115676099586 TRUE 3
YDR186C 1560.3431220684 -0.695686093891272 0.109821785364751 -6.33468206313248 0.000000000237831183928576 0.00000000332275059417363 0.00000149215284796789 TRUE 3
YMR209C 137.401923203922 1.15474713243882 0.182353099160198 6.33247878844314 0.000000000241253462710441 0.00000000336307327018354 0.0000015136242250453 TRUE 3
YJR025C 123.017166762569 1.52641834139993 0.241152981472022 6.32966813050587 0.00000000024568905152021 0.00000000341731135296292 0.0000015414531092378 TRUE 3
YIL116W 643.242550868403 -0.748303357279535 0.118346241070807 -6.32300063363926 0.000000000256532248915927 0.00000000356023627754339 0.00000160948332969853 TRUE 3
YBR173C 2152.62874647751 0.680498048020935 0.107640563601426 6.32194802082885 0.000000000258286270042058 0.00000000357666616329764 0.00000162048805824387 TRUE 3
YDR464W 1067.8970852096 -0.699293209240113 0.110636850247337 -6.32061747669779 0.000000000260520189266934 0.00000000359965450940854 0.00000163450366746074 TRUE 3
YGL040C 449.876418292812 0.775772940463794 0.123042499790074 6.30491855893175 0.000000000288345474925415 0.00000000397536519605962 0.00000180907950968205 TRUE 3
YOR385W 212.658453698426 -1.33808306858649 0.212535257257652 -6.2958169192811 0.000000000305785115266002 0.00000000420655707908691 0.00000191849581317889 TRUE 3
YGL117W 296.59728734199 -1.11402242054645 0.177068539097901 -6.29147575408923 0.000000000314461938596649 0.00000000431645457509142 0.00000197293420275538 TRUE 3
YOL145C 427.41019087048 -0.879651022703109 0.139854064531669 -6.28977803147022 0.000000000317920225948678 0.00000000435439645715296 0.00000199463149760201 TRUE 3
YDR262W 1357.55190807508 -0.659858303653769 0.105031947053941 -6.28245331218022 0.000000000333271374491114 0.0000000045547087847119 0.00000209094460355725 TRUE 3
YBR159W 779.357825149508 0.681502075891756 0.108526600003705 6.27958561190058 0.000000000339476622150535 0.00000000462339244188739 0.00000212987632737246 TRUE 3
YER152C 733.06318144068 0.730868933256862 0.116390581795661 6.27945081106304 0.000000000339771068979769 0.00000000462339244188739 0.00000213172368677907 TRUE 3
__too_low_aQual 409006.842490108 -0.699833060093227 0.11145435140688 -6.27910037839963 0.000000000340537689757145 0.00000000462379421611812 0.00000213653346553633 TRUE 3
YJR104C 6430.13000391348 -0.657858842960944 0.105241520026664 -6.250943950584 0.000000000407979283172121 0.00000000552754652988924 0.00000255966202262189 TRUE 3
YHL027W 2249.84940316738 -0.56609384379262 0.0905945035311277 -6.24865551140322 0.000000000414000891906215 0.00000000558754302734365 0.00000259744159581959 TRUE 3
YNR028W 347.770547606537 0.811096251450128 0.129804797320185 6.24858455307646 0.000000000414188985766746 0.00000000558754302734365 0.00000259862169670056 TRUE 3
snR34 29.970317597559 -2.56128357893169 0.4099783773603 -6.24736259366372 0.000000000417441231037827 0.00000000560729944818049 0.00000261902628353132 TRUE 3
YOL121C 300.161587901049 -0.888813801712851 0.142263757793022 -6.24764743671383 0.00000000041668090032836 0.00000000560729944818049 0.00000261425596866013 TRUE 3
YDR017C 1298.60695388462 -0.644536941833645 0.103218702583361 -6.24438135436845 0.000000000425480750296388 0.00000000568961620063429 0.00000266946622735954 TRUE 3
YHR216W 222.491240452529 -1.02559274839742 0.164237322050206 -6.24457788031825 0.000000000424946157043717 0.00000000568961620063429 0.00000266611218929228 TRUE 3
YJL207C 393.348068603931 -0.811421511088899 0.12995044402671 -6.24408417505769 0.000000000426290389653773 0.00000000568961620063429 0.00000267454590468777 TRUE 3
YBL043W 935.618278811225 0.698333846273297 0.111864527622933 6.24267460930245 0.000000000430151157907389 0.00000000572895586741625 0.00000269876836471096 TRUE 3
YLR267W 1201.22326053515 -0.603833658181405 0.096977245352503 -6.22654990855357 0.000000000476818378883861 0.00000000633703748037809 0.00000299155850911734 TRUE 3
YBL023C 575.564951905338 0.704378090041858 0.113174803485081 6.2238066102294 0.000000000485235140147499 0.00000000643445386685991 0.00000304436526928541 TRUE 3
YNL079C 1693.53281806292 -0.598781962885176 0.0962131319680465 -6.22349517822618 0.000000000486199766123322 0.00000000643445386685991 0.00000305041733265772 TRUE 3
YLR388W 87.9242384049342 -1.435005785679 0.230630568956229 -6.22209706273302 0.000000000490553383288255 0.00000000647840289129942 0.00000307773192675051 TRUE 3
YFL029C 326.406835912397 0.845219235609571 0.136174682747552 6.20687501197622 0.000000000540485498584262 0.00000000712282674919974 0.00000339100601811766 TRUE 3
YPL241C 364.537257689698 -0.810983386596412 0.130713685359771 -6.20427298307974 0.000000000549503315087574 0.00000000722648699275545 0.00000344758379885944 TRUE 3
YGL123W 606.047389372661 -0.81080770713268 0.130844609250266 -6.19672229355549 0.000000000576510875516121 0.00000000756580067387578 0.00000361702923298814 TRUE 3
YOR257W 531.347860230033 -0.768594671334769 0.124093110318968 -6.19369334332243 0.000000000587705177739082 0.00000000769660663874168 0.000003687262285135 TRUE 3
YMR088C 1862.58302708079 -0.619458009797483 0.100052517573041 -6.19132856247484 0.000000000596592027137829 0.00000000778582408212913 0.00000374301837826274 TRUE 3
YPR195C 83.5537001750068 -1.42372673918368 0.229958966477029 -6.19122081210909 0.000000000597000061135678 0.00000000778582408212913 0.00000374557838356525 TRUE 3
YDR495C 437.42924720924 -0.859180783559539 0.138799468951724 -6.1900869653786 0.000000000601310306089841 0.00000000782576670145555 0.00000377262086040766 TRUE 3
YCL021W-A 106.236237208797 1.45064453301176 0.23476488278267 6.17913767944018 0.000000000644526703874739 0.00000000837084060746633 0.00000404376054011011 TRUE 3
YGL086W 587.402547620378 -0.726567333650476 0.117633046331135 -6.17655800229129 0.000000000655141480718456 0.00000000849112088542742 0.00000411035765002759 TRUE 3
YPR145W 2090.42015234481 -0.693363546346155 0.112264157007189 -6.17617915486378 0.00000000065671464424388 0.00000000849396074915847 0.0000041202276779861 TRUE 3
YDR400W 305.356360516701 0.942620293318157 0.152710297090463 6.17260467222958 0.00000000067174026725376 0.00000000867042530140502 0.00000421449843675009 TRUE 3
YBR265W 765.267925217843 0.648995013409718 0.105157099875962 6.17167090168179 0.000000000675720374894288 0.00000000870388893575332 0.00000423946963208676 TRUE 3
YBR243C 471.039829480188 0.740287367676486 0.119988085959681 6.16967394517187 0.000000000684309576979711 0.00000000879646306638059 0.00000429335828597071 TRUE 3
YLL015W 1338.45487083778 -0.626788224869245 0.101600765970721 -6.16912893205817 0.000000000686672200032387 0.00000000880878263967927 0.00000430818138300319 TRUE 3
YBR171W 337.852595398663 0.844432672505533 0.13690133700806 6.1681842629179 0.000000000690786189471887 0.00000000884347299297377 0.00000433399255274662 TRUE 3
YHR203C 275.691098482219 -1.01218876686745 0.164119035458738 -6.16740626118244 0.000000000694192397635385 0.00000000886897945084883 0.00000435536310276441 TRUE 3
YAL018C 1015.27909367704 3.47482868634854 0.563614752720304 6.16525502495663 0.00000000070369634751706 0.00000000897212843084251 0.00000441499088432203 TRUE 3
YBR255C-A 448.827069518148 0.777183392948541 0.126074811620835 6.16446205992273 0.000000000707231508641014 0.00000000899256021128175 0.00000443717048521372 TRUE 3
YFL040W 138.299972845167 1.68944360906352 0.274071096401176 6.16425311259592 0.000000000708165908556223 0.00000000899256021128175 0.00000444303291028174 TRUE 3
YCL044C 735.520914407934 0.777548634839352 0.126172397007323 6.16258907084268 0.000000000715650514789695 0.00000000905095903079789 0.00000448999132979054 TRUE 3
YJL167W 789.918668976164 -0.735000401664353 0.119267282953932 -6.16263222788644 0.000000000715455429836198 0.00000000905095903079789 0.00000448876736679231 TRUE 3
YAL063C 223.655629872672 -0.948414543188731 0.154067082998808 -6.15585448058406 0.000000000746737672957548 0.0000000093994497887669 0.00000468503216013566 TRUE 3
YDR011W 889.835838449922 -0.68322913565781 0.110991627149921 -6.15568176809357 0.000000000747552000146412 0.0000000093994497887669 0.00000469014124891859 TRUE 3
YGR087C 378.519444936435 0.818093805330755 0.132901280519513 6.15565028518023 0.000000000747700533173072 0.0000000093994497887669 0.00000469107314512786 TRUE 3
YJL038C 273.339450932592 2.35548504086788 0.382676636530421 6.15528834533546 0.000000000749410196018166 0.00000000940210031924391 0.00000470179956981797 TRUE 3
YBR112C 1083.97826597796 0.642832728423191 0.104469133212416 6.15332690773003 0.000000000758741799760712 0.00000000950017427125538 0.00000476034605169871 TRUE 3
YGR108W 194.171853988384 1.35683218326901 0.2205464932474 6.15213673675136 0.000000000764459228583001 0.00000000955269470299037 0.00000479621720012975 TRUE 3
YOR278W 226.436497331048 0.942535169981891 0.15335824636293 6.14596992555155 0.000000000794763426831741 0.0000000099116321600706 0.00000498634573994234 TRUE 3
YCL008C 275.611939918263 0.919939276596763 0.149773911864736 6.14218634702939 0.000000000813932890766777 0.0000000101305575868651 0.00000510661495667076 TRUE 3
YLR348C 432.590904885199 -0.834855310630636 0.135938120159066 -6.1414363362811 0.000000000817786015065053 0.0000000101583597475308 0.00000513078945851814 TRUE 3
YOL128C 399.376613875822 -0.805225509736282 0.131192575336922 -6.13773689302419 0.00000000083705344008019 0.0000000103771466988598 0.00000525167328306311 TRUE 3
YGL135W 238.8299863691 -1.0260899113237 0.167197886034436 -6.13697897539426 0.000000000841055117342242 0.0000000103937919927014 0.00000527677980620523 TRUE 3
YML128C 2632.06489847337 -0.862317398126965 0.140514539987259 -6.13685529059952 0.000000000841709920658744 0.0000000103937919927014 0.00000528088804221296 TRUE 3
YGR034W 240.680159896403 -0.905133212559148 0.147635700121217 -6.1308559638081 0.000000000874075135866136 0.0000000107722462225703 0.00000548394740242413 TRUE 3
YNL292W 197.199563817332 1.01593397837162 0.165771381499752 6.1285245328859 0.0000000008869775405794 0.0000000109098237491266 0.00000556489708959516 TRUE 3
YPL018W 447.424717808769 -0.755201938649616 0.123268701696898 -6.12646947889951 0.000000000898504323244442 0.0000000110299757724313 0.00000563721612403563 TRUE 3
YGL170C 268.538963170772 2.95280658206971 0.482093236020822 6.12496994656482 0.000000000907007247968324 0.0000000111126102861432 0.00000569056347375326 TRUE 3
YMR040W 245.974513069562 -0.960256712777901 0.156789283575804 -6.12450475490334 0.000000000909660975381484 0.0000000111233982428227 0.00000570721295954343 TRUE 3
YGL081W 2833.21615550417 0.637611985950771 0.104131774849122 6.12312607630684 0.000000000917570322618325 0.0000000111982852797369 0.00000575683620410737 TRUE 3
YDR391C 621.705789342881 -0.677459158146578 0.110721123609104 -6.11860804933948 0.00000000094396266970257 0.0000000114980151981441 0.00000592242178971392 TRUE 3
YER011W 80.7053206579378 1.64223728694726 0.26850915982001 6.11613133811934 0.000000000958743178913857 0.0000000116554185297028 0.00000601515470450554 TRUE 3
YDR027C 807.413655250936 -0.689800055790647 0.112815439093651 -6.11441183345503 0.000000000969137316439061 0.0000000117589910754782 0.00000608036752333867 TRUE 3
YNL311C 167.564618295575 -1.1744799121128 0.192100590802994 -6.11387975020478 0.000000000972375881065636 0.0000000117755094631752 0.0000061006862778058 TRUE 3
YDL054C 4626.69681772568 0.498983079012841 0.0816453652702354 6.11159099308667 0.000000000986427315518343 0.0000000119045092221866 0.00000618884497756209 TRUE 3
YGL059W 393.862571038392 -0.812597697344543 0.132961485890216 -6.11152689746178 0.000000000986823656230994 0.0000000119045092221866 0.00000619133161919326 TRUE 3
YDR522C 750.334433127361 4.14160688005777 0.677814968841121 6.11023224691951 0.000000000994862564260324 0.0000000119784507977064 0.00000624176772816927 TRUE 3
YJL037W 234.06580364778 4.75168232591564 0.778551534781421 6.10323416451768 0.00000000103943383443631 0.0000000124911272862432 0.0000065214078772534 TRUE 3
YLR179C 204.94228646888 -1.00970182213339 0.165482546118757 -6.10156083414859 0.00000000105037647314236 0.0000000125984925736559 0.00000659006199249519 TRUE 3
YPL084W 824.772863109287 0.727575426495698 0.119481026737646 6.08946412967554 0.00000000113289243604738 0.0000000135622791055825 0.00000710776714376128 TRUE 3
YJR094W-A 264.260776400569 -1.12215481317313 0.184330575198807 -6.08773022035464 0.00000000114522631429567 0.0000000136838184182414 0.00000718514989589101 TRUE 3
YBR186W 2082.42372526529 0.706582187087833 0.116075524697924 6.08726248644275 0.00000000114857582131829 0.0000000136977492911209 0.00000720616470295093 TRUE 3
YLR060W 675.838529023694 0.684161958679693 0.112525838864526 6.08004317571345 0.0000000012015019043862 0.0000000143017484747906 0.00000753822294811905 TRUE 3
YBL022C 1338.21370168965 0.612541892182836 0.100842252934035 6.07425830305006 0.00000000124562089782694 0.0000000147988255531598 0.0000078150255129662 TRUE 3
YOL103W 930.972694705111 0.630674678083887 0.103837442209773 6.0736730861474 0.00000000125017110443467 0.0000000148248078225306 0.0000078435735092231 TRUE 3
YBL011W 847.652884610889 0.641273586133688 0.105618519463226 6.07160173606642 0.00000000126640690868446 0.0000000149890010154294 0.00000794543694508628 TRUE 3
YGL133W 578.350350561261 -0.675542456349762 0.111293284273273 -6.06993010190095 0.00000000127965933862665 0.0000000151173315088606 0.0000080285826905436 TRUE 3
YKL062W 586.060440082588 0.769320567795784 0.126761587720426 6.0690354359755 0.00000000128680753622159 0.0000000151447348493772 0.00000807343048225426 TRUE 3
YLR258W 921.968696010726 -0.690615761132299 0.113790050314942 -6.06921043817847 0.00000000128540624908063 0.0000000151447348493772 0.00000806463880673184 TRUE 3
YNL156C 2203.54356410745 -0.55853920307084 0.0920663843326335 -6.0667007520666 0.00000000130564499785286 0.0000000153376611826423 0.00000819161671652886 TRUE 3
YDR253C 378.723430020922 -0.790016827081908 0.130342343637053 -6.06109116222248 0.00000000135201171506213 0.000000015823077404076 0.0000084825215002998 TRUE 3
YNL052W 2112.82017565756 0.567985522324114 0.093708617679457 6.06118771559501 0.00000000135120023096657 0.000000015823077404076 0.00000847743024908425 TRUE 3
YBR166C 435.059246663385 0.764209057515991 0.126154988294693 6.05769988049009 0.00000000138081710440014 0.0000000161301037167637 0.00000866324651300649 TRUE 3
YLR350W 748.895653535421 -0.750946444848001 0.123998775033635 -6.05607954307861 0.00000000139479051532375 0.0000000162630500048808 0.00000875091569314118 TRUE 3
YOL024W 56.1553876302626 2.39372353528356 0.395453026362873 6.05311724959984 0.00000000142069381713903 0.0000000165343456677423 0.00000891343300873025 TRUE 3
snR11 152.213371980158 -1.07496900033719 0.177664873836638 -6.05054323414329 0.00000000144358213846727 0.0000000167696125085281 0.00000905703433674362 TRUE 3
YGR180C 1767.7725465961 -0.685416526314464 0.113298290989786 -6.0496634179262 0.00000000145148763488984 0.0000000168302808385656 0.00000910663342129886 TRUE 3
YDL058W 391.596375261524 -0.822144843952391 0.135985792670969 -6.04581425606461 0.00000000148657283358863 0.0000000172052977584898 0.00000932675795793505 TRUE 3
YBR067C 1810.6112553241 -0.605196820754943 0.10018151668294 -6.04100277968745 0.00000000153159340232353 0.0000000176937116257376 0.00000960921700617783 TRUE 3
YNL104C 2414.88424082343 -0.677633210207451 0.11224161562992 -6.03727241811741 0.00000000156740990466182 0.0000000180741954631317 0.00000983392974184829 TRUE 3
YOL038W 2775.15496280226 0.583312872317707 0.0966841923579595 6.03317727636462 0.00000000160766880441508 0.0000000185044154313684 0.0000100865140789002 TRUE 3
YDL234C 1540.73496679599 -0.947470883454767 0.157097893780578 -6.03108584497078 0.00000000162861640396857 0.0000000187111917620785 0.0000102179393184988 TRUE 3
YGL189C 569.84835920245 -0.840065556598397 0.139390403701753 -6.02671011984328 0.00000000167330728568966 0.0000000191895001885398 0.000010498329910417 TRUE 3
YBR202W 729.839748098564 0.642551005331063 0.106641646842321 6.02532898128562 0.00000000168765986515747 0.0000000193187779819942 0.000010588377993998 TRUE 3
YLR007W 451.431392225886 -0.739256642713746 0.122731915734988 -6.0233447696686 0.00000000170848966287804 0.0000000195215950004262 0.0000107190641448968 TRUE 3
YBR172C 249.229735647335 0.91214308906375 0.151498022581596 6.02082504788124 0.00000000173530245208261 0.0000000197559932521129 0.0000108872875843663 TRUE 3
YDR134C 3951.91466646019 0.87297068278192 0.144990365548515 6.02088752228033 0.00000000173463272107836 0.0000000197559932521129 0.0000108830856920456 TRUE 3
YHR051W 1442.93111684945 0.654213181029806 0.108858800209702 6.00974087321881 0.0000000018582009043651 0.000000021116837451236 0.0000116583524739867 TRUE 3
YMR084W 123.856751900712 -1.35628371867432 0.225778201312885 -6.0071508710213 0.00000000188811806112049 0.000000021418019163488 0.00001184605271547 TRUE 3
snR4 47.1590481016545 -1.88614934212893 0.314081027205956 -6.00529538160261 0.00000000190983885170088 0.0000000216253052648369 0.0000119823289555713 TRUE 3
YLR273C 1499.44300396801 0.597351969038006 0.0995352703842831 6.00141002010409 0.00000000195611333666163 0.0000000221093674970782 0.0000122726550742151 TRUE 3
YLR450W 4231.87932918271 0.506952220674806 0.0845327965558037 5.997106937544 0.00000000200863795460816 0.0000000226622048367931 0.0000126021945272116 TRUE 3
YHR193C 623.237737737269 0.683746920406427 0.114253033320173 5.98449687099643 0.00000000217059762164361 0.0000000244455276132322 0.000013618329478192 TRUE 3
YBR272C 495.361125937343 0.742630246260672 0.124234335852746 5.97765699122752 0.00000000226369739908699 0.0000000254028153568385 0.0000142024374818718 TRUE 3
YJR036C 1383.76006855546 0.629614719032378 0.105323712666594 5.97790092175583 0.00000000226031128786829 0.0000000254028153568385 0.0000141811930200856 TRUE 3
YDR273W 1406.829907831 1.00512217763302 0.168157536193595 5.97726513116752 0.00000000226914733497385 0.0000000254185022005195 0.0000142366303796259 TRUE 3
YBR187W 1290.81144485793 0.763322230126924 0.127758171200956 5.97474292995524 0.00000000230453288749033 0.0000000257688677419373 0.0000144586393361143 TRUE 3
YBL056W 1871.44466585086 0.540065848112283 0.0904732148965823 5.96934516729199 0.00000000238207692912359 0.0000000265885561857514 0.0000149451506533214 TRUE 3
YOL059W 1517.71513438414 -0.661857860465551 0.111027207498798 -5.96122225692035 0.00000000250358165894467 0.0000000278951469743515 0.0000157074713282188 TRUE 3
YOL085W-A 65.882285639478 -1.61616114744374 0.271179303171172 -5.95975108920313 0.00000000252622426508773 0.0000000280975262675449 0.0000158495310391604 TRUE 3
YMR145C 3283.07531832341 0.608510604573287 0.102113601659172 5.9591532830693 0.00000000253548192261933 0.0000000281505807090107 0.0000159076135825137 TRUE 3
YPL130W 490.732049524632 4.27057750274952 0.716745319167261 5.95829144403931 0.00000000254888658631447 0.0000000282494091094535 0.000015991714442537 TRUE 3
YML092C 1841.68598061605 0.660590154095901 0.110936524494226 5.95466783467048 0.00000000260600571669765 0.0000000288315235640993 0.000016350079866561 TRUE 3
YOR195W 1621.20646064846 -0.661711234365867 0.111326135041755 -5.94389838574457 0.00000000278322170256158 0.0000000307379396833958 0.0000174619329618714 TRUE 3
YDR483W 1508.1475242509 -0.627847223885562 0.105700126659381 -5.93989093228619 0.0000000028521176502997 0.0000000314434692800176 0.0000178941861379803 TRUE 3
YKR064W 338.214000739935 -0.836401688940717 0.140987992400401 -5.93243207950195 0.00000000298479878393385 0.0000000328484960905562 0.000018726627570401 TRUE 3
YPL250C 171.927783656449 -1.18180304010544 0.199260643092838 -5.93094061005729 0.00000000301204155066486 0.0000000330902568254303 0.0000188975486888713 TRUE 3
YHL020C 989.217546508173 -0.66994274209169 0.11303869539989 -5.9266673215015 0.00000000309144373835512 0.0000000339031933054225 0.00001939571801444 TRUE 3
YOR219C 326.591288012711 -1.21009631558623 0.204272910695116 -5.92391967916066 0.0000000031435704175618 0.000000034414689754564 0.0000197227607997827 TRUE 3
YNR034W-A 544.681968780429 -1.0710772442908 0.181060190363154 -5.91558664631099 0.00000000330694762837537 0.0000000361402133672451 0.0000207477894204271 TRUE 3
YLR120C 745.44790891071 -1.05651945492931 0.178840118435594 -5.90761996900486 0.0000000034708555681737 0.0000000378655251811367 0.0000217761478347218 TRUE 3
YPL021W 85.577160188123 1.82085560556259 0.308321836683297 5.90569784206671 0.0000000035115708029463 0.0000000382432007758371 0.0000220315952176851 TRUE 3
YER028C 67.6482737068266 1.55361400423018 0.26363692603068 5.89300606565782 0.00000000379232480911985 0.0000000412292088866704 0.0000237930458524179 TRUE 3
YDR001C 3199.65540668878 -0.571274037193815 0.0969763800509887 -5.89085751492733 0.00000000384196716380447 0.0000000416966436307014 0.0000241045019857092 TRUE 3
YHR087W 398.203437884346 -1.15791317014099 0.196613511971976 -5.88928583049791 0.00000000387868100126419 0.0000000420223936458208 0.0000243348446019315 TRUE 3
YBL059W 113.182732053918 1.33513789214529 0.227169640630862 5.87727254591567 0.00000000417081210358709 0.0000000451094902168997 0.0000261676751379054 TRUE 3
YPL134C 3349.13674333699 0.487249425455524 0.0829088652717416 5.87692792391403 0.0000000041795007221204 0.000000045125659259658 0.0000262221875305834 TRUE 3
YOL123W 2017.8410420859 -0.646936638067658 0.110205861262251 -5.8702561792805 0.00000000435122260514241 0.0000000468990024090349 0.0000272995706246635 TRUE 3
YKL189W 255.291135599523 1.0219060718855 0.174098257723188 5.86970877968406 0.00000000436561286426245 0.0000000469733953645254 0.0000273898551103826 TRUE 3
YPL159C 803.885623825591 -0.624205713812473 0.106449610292444 -5.86386095822822 0.0000000045222620694835 0.0000000485755992497773 0.0000283726722239395 TRUE 3
YMR009W 798.0622587923 -0.757668287173877 0.129376061271421 -5.85632519438311 0.00000000473221180355327 0.0000000507438711857943 0.0000296898968554932 TRUE 3
