 baseMean log2FoldChange lfcSE stat pvalue padj evalue positive pch
YBR221C 3441.60250179517 0.5925726993554 0.154865047414351 3.82638115733071 0.000130040885856359 0.00654468064883643 0.815876517862797 TRUE 3
YBR255C-A 220.104946798952 0.642704321661898 0.168371249945009 3.81718566484366 0.00013498259404641 0.00668381554391094 0.846880795047176 TRUE 3
YJR094C 566.732879422563 1.71298175296106 0.448630816547249 3.81824361987548 0.000134405165259151 0.00668381554391094 0.843258006835911 TRUE 3
YFL059W 10.729905515646 2.54718560184481 0.667996552051881 3.81317178063365 0.000137194684746378 0.00673900291474211 0.860759452098778 TRUE 3
YOR059C 494.244747221183 -0.745308874763956 0.19627067494533 -3.79735217689325 0.000146249937769648 0.00712678268179077 0.91757210956677 TRUE 3
YCR105W 63.6993169294374 0.96508841642062 0.254370799943558 3.79402202074595 0.000148226519669011 0.00716622701391913 0.929973184403377 TRUE 3
YLR080W 71.98692860922 1.71273988302265 0.451902793037914 3.79006261835376 0.00015060931258093 0.00722454046286649 0.944922827132756 TRUE 3
YDR224C 4988.32257434492 -0.512942717314143 0.135425278974819 -3.78764379292523 0.000152082671741997 0.00723866360074312 0.954166682509289 TRUE 3
YPL189C-A 462.232761986899 -0.783491817459204 0.20777317703104 -3.77089973140351 0.000162660024898137 0.0076825580990351 1.02052899621091 TRUE 3
YOR280C 108.246181382735 0.74743146360973 0.199191943884231 3.75231773451708 0.000175207207853523 0.00821200195588268 1.099250022073 TRUE 3
YPR010C-A 2870.415493958 -0.399507220358147 0.106646331143737 -3.74609436699414 0.000179609050134468 0.00835454218049724 1.12686718054365 TRUE 3
YJL213W 845.017052580766 -0.78492580431798 0.210699246822034 -3.72533749482722 0.000195054077698352 0.00900475215840514 1.22376928347946 TRUE 3
YKL096W 3409.24978881033 -1.05302620556895 0.282824775015306 -3.72324597628323 0.000196677736601477 0.00901195002039605 1.23395611943767 TRUE 3
YBR275C 327.0246865109 0.869432604629634 0.234176980392886 3.71271592609556 0.000205046993390665 0.00932584103273097 1.28646483653303 TRUE 3
YLR214W 1419.65722940616 -0.701101270931875 0.188950610485535 -3.7105001626102 0.00020685016376594 0.00933867651119756 1.2977779274675 TRUE 3
YBR042C 141.681720644309 0.846975592855279 0.231323302957489 3.6614365350426 0.000250804994221833 0.0111590048153772 1.57355053374778 TRUE 3
YOR372C 210.037136914718 -0.58525427312637 0.159834328207298 -3.66163063773961 0.000250615010721369 0.0111590048153772 1.57235857726587 TRUE 3
YFL021W 121.892276671478 0.753398869558346 0.206454240565734 3.64922932798014 0.000263028218565637 0.0116186565611008 1.65023904328081 TRUE 3
YPL058C 2093.72441232886 1.76843429901467 0.486212221873237 3.63716545874021 0.000275654869034002 0.0120894349704912 1.72945864831933 TRUE 3
YDR356W 289.346042635306 -0.544960921040397 0.150605468722789 -3.61846701625077 0.000296353260358013 0.0129050285006964 1.85932035548617 TRUE 3
YKL051W 381.573071027877 -0.720494925856691 0.199307723751934 -3.61498747912774 0.000300362137961909 0.0129874896273671 1.88447205357302 TRUE 3
YBR066C 94.0659985348957 1.19388777139123 0.330961195547154 3.60733459829775 0.000309358618418156 0.0132829504691432 1.94091597195551 TRUE 3
YHR041C 243.351690343204 0.700325954095415 0.195057814495194 3.59035066555957 0.000330233387015914 0.0140000823627307 2.07188427013784 TRUE 3
YML069W 670.374303908668 -0.472991979847291 0.131750987950598 -3.59004503271463 0.000330620837556344 0.0140000823627307 2.0743151348285 TRUE 3
YBR220C 373.536260376523 0.716706945334753 0.200119220563673 3.58139984413299 0.000341758151437481 0.0142789727061294 2.14419064211875 TRUE 3
YGR202C 1223.59205538912 -0.664195263323618 0.18546084331457 -3.58132342899487 0.000341858141335671 0.0142789727061294 2.14481797874 TRUE 3
YML059C 446.811288068833 -0.664799390678596 0.186142724828563 -3.57144976410372 0.000355010648195626 0.0147281444589266 2.22733680677936 TRUE 3
YKL039W 1513.12787440506 -0.402232894592731 0.112768709601939 -3.56688389902276 0.000361251434510179 0.0148267332866786 2.26649150011687 TRUE 3
YKR039W 328.414438543975 1.70037552049714 0.476805277467727 3.56618435418269 0.000362216611238076 0.0148267332866786 2.27254701890769 TRUE 3
YOR071C 87.1603246633097 0.872069368646737 0.244987657505678 3.5596461369754 0.000371354841694566 0.0151001240265208 2.32988027679171 TRUE 3
YDL244W 7.84799250404361 2.56247642129652 0.720965616939207 3.55422833085338 0.000379089937676274 0.0153132382719232 2.37841026898094 TRUE 3
YLR369W 604.495268207026 -0.64222298745238 0.180974594583092 -3.54869140020376 0.000387150517442119 0.0155366286084615 2.42898234643185 TRUE 3
YGR031W 230.190042764328 0.674820566957008 0.190833193805586 3.53618022892019 0.0004059576359952 0.0161855836688995 2.54697820823388 TRUE 3
YBR058C-A 300.325232737917 0.503948138678601 0.142638444000109 3.5330456821179 0.000410801481165364 0.0162730393184215 2.57736849283149 TRUE 3
YGR220C 869.879343712694 -0.610304104598052 0.173387103296005 -3.51989330807463 0.000431720423482912 0.0169920730781095 2.70861393693179 TRUE 3
YDL033C 243.347626527101 -0.716601083208601 0.204626262938348 -3.50199956212124 0.00046178037763212 0.0180594364245937 2.89721008926392 TRUE 3
YBR197C 59.5764385451994 0.921426286664687 0.263321145583445 3.49924911887751 0.000466570443513913 0.0181312817922495 2.92726296260629 TRUE 3
YER177W 5985.32552999623 -0.575897141513417 0.164906739384252 -3.49225958662314 0.000478952534533663 0.018495399761237 3.0049482016642 TRUE 3
YBR276C 393.048372911234 0.527458051258765 0.151414565284931 3.48353575011887 0.000494837027796833 0.018963454942296 3.10460751239733 TRUE 3
YDR487C 663.636618133065 -0.617013171983985 0.17718892239005 -3.48223333412312 0.000497250202884309 0.018963454942296 3.11974777289616 TRUE 3
YLR110C 14862.646675172 -0.454183278075508 0.130573499988717 -3.4783725496732 0.000504468268036015 0.0191199701588959 3.16503391365796 TRUE 3
YDL178W 1648.35366197006 -0.418222976058537 0.121239399167706 -3.44956325195924 0.000561494171865912 0.0211507620567896 3.52281443428673 TRUE 3
YBL091C 1190.49458063375 0.55656727262186 0.162052110818928 3.43449566814807 0.000593657560419012 0.0220912570968045 3.72460753406888 TRUE 3
YBR026C 1399.19225866577 0.89296673743533 0.259984657120072 3.43469013643724 0.000593231739511417 0.0220912570968045 3.72193593369463 TRUE 3
YBR136W 154.646185128074 0.716925562187781 0.20922656189323 3.4265513694845 0.000611298123295257 0.0226106655242945 3.83528442555444 TRUE 3
YJR121W 26910.9763316187 -0.430559560764238 0.126147441692426 -3.41314540340844 0.000642176691541515 0.0234700290837197 4.02901656273146 TRUE 3
YPL277C 64.5791282868227 0.905267466035317 0.265214071383861 3.41334628781845 0.000641703466991793 0.0234700290837197 4.02604755190651 TRUE 3
YPL097W 1383.75273864354 -0.63710751077246 0.1871978435125 -3.40339129350022 0.000665548912284442 0.0241802977599199 4.17565387567259 TRUE 3
YBR219C_intron 20.2600740169425 1.41280836508795 0.415542890530464 3.39990984633241 0.000674080743562873 0.0243462103851532 4.22918258511347 TRUE 3
YPL016W 212.584475378339 -0.828471654260608 0.244066596145684 -3.39444916815282 0.000687668045987428 0.0246917064465661 4.31442932052513 TRUE 3
YDR285W 57.101875699185 0.937619528027757 0.276917281246377 3.38591915899082 0.000709402784701657 0.0251789668908219 4.45079307121819 TRUE 3
YIR030C 23.208236426483 1.45477301752388 0.429655619550713 3.38590478356859 0.000709439946598075 0.0251789668908219 4.45102622495633 TRUE 3
YCR020C 43.6693445417062 0.968911622791407 0.287072675208694 3.37514401914788 0.000737770708823345 0.0260339778860652 4.62877342715767 TRUE 3
YLR054C 40.1748883929444 1.16945958700369 0.347522803034286 3.36513050882683 0.000765074616335239 0.0268431893959907 4.80007814288729 TRUE 3
YER010C 242.6195482909 0.668568899475321 0.198860714954286 3.36199585538558 0.000773812850527931 0.0269955164900085 4.85490182421224 TRUE 3
YJR009C 7985.85985859122 0.714195864172087 0.212643981593342 3.35864602807292 0.000783253257763983 0.0271704802410783 4.91413093921123 TRUE 3
YLR303W 2989.61637291886 1.19803605397892 0.357409187900643 3.35200127622899 0.00080229648931995 0.0275463005440135 5.03360817399337 TRUE 3
YMR060C 233.841570230614 -0.569531651826361 0.169921294071615 -3.35173796161372 0.000803059901853164 0.0275463005440135 5.03839782422675 TRUE 3
YMR125W 925.076022751197 -0.53703869774262 0.160531426089542 -3.34538047050718 0.000821697678677973 0.0280290208171264 5.1553312360256 TRUE 3
YPR073C 344.627141918351 0.514001589386497 0.153901077629045 3.33981800066026 0.00083833310343742 0.0284384820724075 5.25970189096637 TRUE 3
YLR314C 989.066438306958 -0.46985543907136 0.141268080313468 -3.32598445472446 0.000881068422984237 0.0297239566874902 5.5278232858031 TRUE 3
YLR092W 413.842216221079 1.45760065757874 0.439276701346934 3.31818339809365 0.000906049728302064 0.0303997012665283 5.68455599536715 TRUE 3
YPR141C 214.52826015202 -0.562877305488946 0.169922914092498 -3.31254503546556 0.000924512399596005 0.0308505768126058 5.80039079506534 TRUE 3
YFL034C-A 126.747702622534 1.6397946949985 0.495546561418196 3.30906280593614 0.000936088358238857 0.0310680136193869 5.87301835959059 TRUE 3
YBR170C 508.657484424229 0.533824792378895 0.161720242742096 3.30091510702351 0.000963700370849237 0.0318124746076039 6.04625612670812 TRUE 3
YLR040C 9.98784568936103 1.90674430772913 0.579181018140003 3.2921388098189 0.000994285233035318 0.0326465846568816 6.23814555206359 TRUE 3
YBR163W 150.67493100069 0.59568369352318 0.181499865618878 3.28200625103506 0.00103071320136951 0.0336626545553658 6.46669462539229 TRUE 3
YIL101C 448.812714647223 -0.621416028813388 0.189571158661831 -3.27800934066088 0.00104541936216477 0.0339623009719138 6.55896107822179 TRUE 3
YMR272C 1211.79445167609 -0.548771375732758 0.167810173992819 -3.27019132794798 0.00107474765199793 0.0345883184694728 6.74296676863502 TRUE 3
